Meno	S1	S2	S3	S3_2011	S3_2012	S3_2013	S3a	S4	S4a	S4b	S4c	S4d	S5	S5a	S5b	S5c	S5d	S6	S7	S8	S8a	S8b	S9	S10	S11	S12	S13	S14	S15	S16a	S16b	S16c	S16d	S16e	S16f
Mgr. Marta Hrenčuková	0	0	roky 2011 - 2013	Okresný súd Rožňava	Okresný súd Rožňava	Okresný súd Rožňava	2011 - Okresný súd Rožňava; 2012 - Okresný súd Rožňava; 2013 - Okresný súd Rožňava	bola prideľovaná najmä agenda Starostlivosti o maloletých.	0	0	1411	0	rozhodoval najmä vo veciach Starostlivosti o maloletých.	0	0	1413	0	655	21,98473282	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 62,8 % prípadoch, pričom priemer v SR v rovnakej agende je 65,5 %.	43	27	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 3 % prípadoch, pričom priemer v SR je 7,2 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 1,1 %, pričom priemer v SR je 2,5 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,23. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 95 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 21 reštančných vecí, pričom priemer v SR je 126. To tvorí 20,8 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 99,8 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 29,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 43. mieste. Za kvalitu rozhodovania získal 9,5 bodov z 15 a za efektivitu 19,75 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
Mgr. Martin Štubniak	0	0	roky 2011 - 2013	Okresný súd Námestovo	Okresný súd Námestovo	Okresný súd Námestovo	2011 - Okresný súd Námestovo; 2012 - Okresný súd Námestovo; 2013 - Okresný súd Námestovo	bola prideľovaná najmä Občianskoprávna agenda.	542	0	0	45	rozhodoval najmä v Občianskoprávnej agende.	607	0	0	46	676	8,683431953	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 61 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	77	47	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 11,8 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 4,6 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,78. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 193 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 134 reštančných vecí, pričom priemer v SR je 126. To tvorí 54,7 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 125,1 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 19,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 437. mieste. Za kvalitu rozhodovania získal 5,75 bodov z 15 a za efektivitu 14 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
Mgr. Martin Žovinec	0	0	rok 2011	Okresný súd Trnava	N/A	N/A	2011 - Okresný súd Trnava	bola prideľovaná najmä Trestná agenda.	0	0	0	55	rozhodoval najmä v Trestnej agende.	0	0	0	48	128	4,296875	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 30,8 % prípadoch, pričom priemer v SR v rovnakej agende je 52,2 %.	13	4	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 27,1 % prípadoch, pričom priemer v SR je 8,5 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 18,8 %, pričom priemer v SR je 4,1 %.	Pre hodnotenie efektivity disponujeme málo reprezentatívnymi dátami, a preto sudcu nehodnotíme.	N/A	N/A	N/A	Pre bodové hodnotenie sudcu nedisponujeme dostatočne reprezentatývnymi údajmi.	Okresný súd Trnava - od 21.3.2011 zastavený nápad agend Pp, Nt z dôvodu vykonávania funkcie podpredsedu súdu, od 1.8.2011 zastavený nápad všetkých agend a spisy prerozdelené z dôvodu dlhodobej práceneschopnosti , 15.12.11 spustený nápad všetkých agend po návrate sudcu, funkciu podpredsedu súdu vykonával od 15.2.2011 do 1.8.2011 	N/A	N/A	N/A	N/A	N/A
Mgr. Martina Hrušovská	0	0	roky 2011 - 2013	Okresný súd Bratislava V	Okresný súd Bratislava V	Okresný súd Bratislava V	2011 - Okresný súd Bratislava V; 2012 - Okresný súd Bratislava V; 2013 - Okresný súd Bratislava V	bola prideľovaná najmä Občianskoprávna agenda.	270	0	0	0	rozhodoval najmä v Občianskoprávnej agende.	338	0	0	0	669	4,035874439	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 57,8 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	45	26	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 13,3 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 5,6 %, pričom priemer v SR je 3,3 %.	Pre hodnotenie efektivity disponujeme málo reprezentatívnymi dátami, a preto sudcu nehodnotíme.	N/A	N/A	N/A	Pre bodové hodnotenie sudcu nedisponujeme dostatočne reprezentatývnymi údajmi.	"Okresný súd Bratislava V - 
Znížený nápad v odd. C je z dôvodu vybavovania agendy CbZm."	N/A	"Okresný súd Bratislava V - Znížený nápad v agende C z dôvodu vybavovania agendy CbZm.
Dozorujúci sudca v agende Zm. Agendu vybavuje VSÚ."	N/A	Okresný súd Bratislava V - Znížený nápad v agende C z dôvodu vybavovania agendy CbZm. Dozorujúci sudca v agende Zm, agendu vybavuje VS Ú.	N/A
Mgr. Martina Trnavská	0	0	roky 2011 - 2013	Okresný súd Trenčín	Okresný súd Trenčín	Okresný súd Trenčín	2011 - Okresný súd Trenčín; 2012 - Okresný súd Trenčín; 2013 - Okresný súd Trenčín	bola prideľovaná najmä Občianskoprávna agenda.	810	0	31	0	rozhodoval najmä v Občianskoprávnej agende.	654	0	30	0	418	20,52631579	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 97,3 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	37	36	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 5,4 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 0,1 %, pričom priemer v SR je 3,3 %.	Pre hodnotenie efektivity disponujeme málo reprezentatívnymi dátami, a preto sudcu nehodnotíme.	N/A	N/A	N/A	Pre bodové hodnotenie sudcu nedisponujeme dostatočne reprezentatývnymi údajmi.	N/A	N/A	N/A	N/A	N/A	N/A
Mgr. Matilda Bodnáriková	1	1	roky 2011 - 2013	Okresný súd Michalovce	Okresný súd Michalovce	Okresný súd Michalovce	2011 - Okresný súd Michalovce; 2012 - Okresný súd Michalovce; 2013 - Okresný súd Michalovce	bola prideľovaná najmä Občianskoprávna agenda.	784	0	0	0	rozhodoval najmä v Občianskoprávnej agende.	645	0	0	0	613	12,78955954	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 56,4 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	39	22	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 6 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 2,6 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,86. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 202 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 141 reštančných vecí, pričom priemer v SR je 126. To tvorí 54,7 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 83,3 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 17,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 535. mieste. Za kvalitu rozhodovania získal 7,5 bodov z 15 a za efektivitu 10,25 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
Mgr. Michal Kačáni	0	0	rok 2013	N/A	N/A	Okresný súd Bratislava I	2013 - Okresný súd Bratislava I	bola prideľovaná najmä Trestná agenda.	0	0	0	79	rozhodoval najmä v Trestnej agende.	0	0	0	63	144	5,486111111	Evidujeme menej ako 10 rozhodnutí o odvolaniach voči rozhodnutiam sudcu.	1	1	N/A	N/A	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,65. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 41 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 4 reštančných vecí, pričom priemer v SR je 126. To tvorí 9,5 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 79,7 % prípadov. Priemer v SR bol 99,6 %.	Pre bodové hodnotenie sudcu nedisponujeme dostatočne reprezentatývnymi údajmi.	N/A	N/A	N/A	N/A	N/A	N/A
Mgr. Michal Vigaš	0	0	rok 2013	N/A	N/A	Okresný súd Partizánske	2013 - Okresný súd Partizánske	nebola žiadna agenda prideľovaná dominantne.	0	0	19	40	rozhodoval najmä v Trestnej agende.	1	0	10	35	44	47,95454545	Evidujeme menej ako 10 rozhodnutí o odvolaniach voči rozhodnutiam sudcu.	7	6	N/A	N/A	Pre hodnotenie efektivity disponujeme málo reprezentatívnymi dátami, a preto sudcu nehodnotíme.	N/A	N/A	N/A	Pre bodové hodnotenie sudcu nedisponujeme dostatočne reprezentatývnymi údajmi.	N/A	N/A	N/A	N/A	N/A	N/A
Mgr. Milan Varga	0	0	roky 2011 - 2013	Okresný súd Veľký Krtíš	Okresný súd Veľký Krtíš	Okresný súd Veľký Krtíš	2011 - Okresný súd Veľký Krtíš; 2012 - Okresný súd Veľký Krtíš; 2013 - Okresný súd Veľký Krtíš	bola prideľovaná najmä Trestná agenda.	0	0	0	440	rozhodoval najmä v Trestnej agende.	0	0	0	467	623	7,062600321	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 66 % prípadoch, pričom priemer v SR v rovnakej agende je 52,2 %.	141	93	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 30,2 % prípadoch, pričom priemer v SR je 8,5 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 10,3 %, pričom priemer v SR je 4,1 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,28. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 45 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 28 reštančných vecí, pričom priemer v SR je 126. To tvorí 52,8 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 105,3 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 24,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 177. mieste. Za kvalitu rozhodovania získal 7 bodov z 15 a za efektivitu 17,75 z možných 25.	N/A	N/A	N/A	N/A	Okresný súd Veľký Krtíš - 0	N/A
Mgr. Milena Fegyesová	0	0	roky 2011 - 2013	Okresný súd Žiar n/H	Okresný súd Žiar n/H	Okresný súd Žiar n/H	2011 - Okresný súd Žiar n/H; 2012 - Okresný súd Žiar n/H; 2013 - Okresný súd Žiar n/H	bola prideľovaná najmä Občianskoprávna agenda.	591	88	264	0	rozhodoval najmä v Občianskoprávnej agende.	513	89	257	0	500	20,7	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 59,1 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	44	26	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 5,1 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 2,1 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 1,29. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 284 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 144 reštančných vecí, pričom priemer v SR je 126. To tvorí 47,7 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 83,7 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 17 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 572. mieste. Za kvalitu rozhodovania získal 8,25 bodov z 15 a za efektivitu 8,75 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
Mgr. Miloš Greguš	1	0	roky 2011 - 2013	Okresný súd Košice I	Okresný súd Košice I	Okresný súd Košice I	2011 - Okresný súd Košice I; 2012 - Okresný súd Košice I; 2013 - Okresný súd Košice I	bola prideľovaná najmä Občianskoprávna agenda.	944	0	224	0	rozhodoval najmä v Občianskoprávnej agende.	975	0	226	0	661	18,63842663	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 65,1 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	106	69	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 8,8 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 3,1 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,87. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 389 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 115 reštančných vecí, pričom priemer v SR je 126. To tvorí 25,2 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 87,3 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 20,5 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 402. mieste. Za kvalitu rozhodovania získal 7,75 bodov z 15 a za efektivitu 12,75 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
Mgr. Miloš Kolek	1	0	roky 2011 - 2013	Okresný súd Prešov	Okresný súd Prešov	Okresný súd Prešov	2011 - Okresný súd Prešov; 2012 - Okresný súd Prešov; 2013 - Okresný súd Prešov	bola prideľovaná najmä Občianskoprávna agenda.	1057	0	0	0	rozhodoval najmä v Občianskoprávnej agende.	979	0	0	0	653	16,63093415	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 70,8 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	106	75	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 10,8 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 3,2 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,96. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 293 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 120 reštančných vecí, pričom priemer v SR je 126. To tvorí 35,8 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 91,6 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 21,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 356. mieste. Za kvalitu rozhodovania získal 9 bodov z 15 a za efektivitu 12,25 z možných 25.	Okresný súd Prešov - od 26.4.2011 do 26.5.2011 - určený 2/3 nápad z dôvodu poverenia predsedníčky súdu vybavovať sťažnosti a dohliadať na riadny chod súcnych oddelení	N/A	N/A	N/A	N/A	N/A
Mgr. Miriam Kamenská	0	0	roky 2011 - 2013	Okresný súd Banská Bystrica	Okresný súd Banská Bystrica	Okresný súd Banská Bystrica	2011 - Okresný súd Banská Bystrica; 2012 - Okresný súd Banská Bystrica; 2013 - Okresný súd Banská Bystrica	bola prideľovaná najmä Obchodná agenda.	0	781	0	0	rozhodoval najmä v Obchodnej agende.	0	779	0	0	643	12,14618974	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 75 % prípadoch, pričom priemer v SR v rovnakej agende je 63,7 %.	40	30	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 5,1 % prípadoch, pričom priemer v SR je 9,7 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 1,3 %, pričom priemer v SR je 3,4 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,59. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 166 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 56 reštančných vecí, pričom priemer v SR je 126. To tvorí 32,2 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 97,9 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 28,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 67. mieste. Za kvalitu rozhodovania získal 11,5 bodov z 15 a za efektivitu 16,75 z možných 25.	Okresný súd Banská Bystrica - Sudkyňa v roku 2011 vybavovala 90% senátneho nápadu vzhľadom na vybavovanie aj ďalšej agendy Cbi v rozsahu 10% súdneho nápadu. 	N/A	N/A	N/A	N/A	N/A
Mgr. Miriam Manová	0	0	roky 2011 - 2013	Okresný súd Bánovce n/B	Okresný súd Bánovce n/B	Okresný súd Bánovce n/B	2011 - Okresný súd Bánovce n/B; 2012 - Okresný súd Bánovce n/B; 2013 - Okresný súd Bánovce n/B	bola prideľovaná najmä agenda Starostlivosti o maloletých.	0	0	525	300	rozhodoval najmä vo veciach Starostlivosti o maloletých.	0	0	527	396	647	13,07573416	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 65,1 % prípadoch, pričom priemer v SR v rovnakej agende je 65,5 %.	63	41	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 6,8 % prípadoch, pričom priemer v SR je 7,2 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 2,4 %, pričom priemer v SR je 2,5 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,3. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 80 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 30 reštančných vecí, pričom priemer v SR je 126. To tvorí 35,3 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 121 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 26,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 101. mieste. Za kvalitu rozhodovania získal 7,75 bodov z 15 a za efektivitu 19 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
Mgr. Miroslav Lehoczký	0	0	roky 2011 - 2013	Okresný súd Malacky	Okresný súd Malacky	Okresný súd Malacky	2011 - Okresný súd Malacky; 2012 - Okresný súd Malacky; 2013 - Okresný súd Malacky	bola prideľovaná najmä Trestná agenda.	0	0	0	489	rozhodoval najmä v Trestnej agende.	3	0	0	476	659	7,769347496	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 51,1 % prípadoch, pričom priemer v SR v rovnakej agende je 52,2 %.	45	23	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 9,4 % prípadoch, pričom priemer v SR je 8,5 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 4,6 %, pričom priemer v SR je 4,1 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 1,01. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 140 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 92 reštančných vecí, pričom priemer v SR je 126. To tvorí 63,9 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 90,3 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 18,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 509. mieste. Za kvalitu rozhodovania získal 6,75 bodov z 15 a za efektivitu 11,5 z možných 25.	Okresný súd Malacky - 0	N/A	Okresný súd Malacky - Zameranie na zníženie počtu reštančných vecí	N/A	Okresný súd Malacky - Koncentrácia na vybavovanie reštančných vecí.	N/A
Mgr. Miroslav Mazúch	0	0	roky 2011 - 2013	Okresný súd Martin	Okresný súd Martin	Okresný súd Martin	2011 - Okresný súd Martin; 2012 - Okresný súd Martin; 2013 - Okresný súd Martin	bola prideľovaná najmä Trestná agenda.	0	0	0	700	rozhodoval najmä v Trestnej agende.	0	0	0	797	644	11,42857143	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 57,1 % prípadoch, pričom priemer v SR v rovnakej agende je 52,2 %.	42	24	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 5,3 % prípadoch, pričom priemer v SR je 8,5 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 2,3 %, pričom priemer v SR je 4,1 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,55. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 170 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 106 reštančných vecí, pričom priemer v SR je 126. To tvorí 59,9 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 111,6 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 24,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 177. mieste. Za kvalitu rozhodovania získal 10,5 bodov z 15 a za efektivitu 14,25 z možných 25.	N/A	N/A	N/A	N/A	Okresný súd Martin - 0	N/A
Mgr. Miroslava Šúleková	0	0	roky 2011 - 2013	Okresný súd Topoľčany	Okresný súd Topoľčany	Okresný súd Topoľčany	2011 - Okresný súd Topoľčany; 2012 - Okresný súd Topoľčany; 2013 - Okresný súd Topoľčany	bola prideľovaná najmä Trestná agenda.	0	0	0	461	rozhodoval najmä v Trestnej agende.	0	0	0	528	647	7,681607419	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 39,6 % prípadoch, pričom priemer v SR v rovnakej agende je 52,2 %.	101	40	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 19,1 % prípadoch, pričom priemer v SR je 8,5 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 11,6 %, pričom priemer v SR je 4,1 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,62. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 82 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 49 reštančných vecí, pričom priemer v SR je 126. To tvorí 53,3 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 88,1 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 18,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 509. mieste. Za kvalitu rozhodovania získal 3 bodov z 15 a za efektivitu 15,25 z možných 25.	Okresný súd Topoľčany - -	N/A	N/A	N/A	N/A	N/A
Mgr. Monika Farkašová	0	0	roky 2011 - 2013	Okresný súd Nitra	Okresný súd Nitra	Okresný súd Nitra	2011 - Okresný súd Nitra; 2012 - Okresný súd Nitra; 2013 - Okresný súd Nitra	bola prideľovaná najmä Trestná agenda.	0	0	0	502	rozhodoval najmä v Trestnej agende.	0	0	0	583	653	7,687595712	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 52,9 % prípadoch, pričom priemer v SR v rovnakej agende je 52,2 %.	85	45	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 14,6 % prípadoch, pričom priemer v SR je 8,5 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 6,9 %, pričom priemer v SR je 4,1 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,23. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 47 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 24 reštančných vecí, pričom priemer v SR je 126. To tvorí 44,4 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 113,5 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 24,5 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 186. mieste. Za kvalitu rozhodovania získal 5 bodov z 15 a za efektivitu 19,5 z možných 25.	Okresný súd Nitra - Nebol dôvod na zníženie nápadu.	N/A	Okresný súd Nitra - Nebol dôvod na zníženie nápadu.	N/A	Okresný súd Nitra - Nebol dôvod na zníženie nápadu.	N/A
